SAM_version,avg_speed_ms
mobile_sam,33.72680217338105
sam_b,138.58838790717223
sam_l,329.4697729094575
sam2_b,97.7469296194613
sam2_t,57.623631010452904
sam2_s,64.42522024735808
sam2_l,209.94480264683565
sam2.1_b,95.99329228512943
sam2.1_t,57.329053369661175
sam2.1_s,64.42542917405565
sam2.1_l,210.44362561466792
